projectname,classification,preprocess_comments
jEdit-4.2,0,cancel method
jEdit-4.2,0,complet big bucket ss quicksort ani unsort small bucket ss hope previou pointer scan phase have alreadi complet mani small bucket ss so don have sort them all
jEdit-4.2,0,
jEdit-4.2,0,tri import packag import foo bar in revers order import give later import preced
jEdit-4.2,0,dispos method
jEdit-4.2,0,throw new file sourcefileinfo parser error getmessag debug node callstack
jEdit-4.2,0,getcomplet method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,last key numer keypad key and numlock off filter out
jEdit-4.2,0,buffer manag method
jEdit-4.2,0,addkeybind method
jEdit-4.2,0,onli complet current buffer keyword map
jEdit-4.2,0,pick screen with largest intersect
jEdit-4.2,0,
jEdit-4.2,0,isselect method
jEdit-4.2,0,threadprogress constructor
jEdit-4.2,0,get properti
jEdit-4.2,0,that findwordend doesn pick space start
jEdit-4.2,0,updatemiscstatu method
jEdit-4.2,0,show popup
jEdit-4.2,0,scan from select end fail scan from start select
jEdit-4.2,0,build list uniqu word all visibl buffer
jEdit-4.2,0,gettooltiptext method
jEdit-4.2,0,method
jEdit-4.2,0,these jcompon method provid appropri point subscrib and unsubscrib thi object editbu
jEdit-4.2,0,there onli one compet insert buffer
jEdit-4.2,0,method
jEdit-4.2,0,check match start line
jEdit-4.2,0,buffer decod but unpars charact input
jEdit-4.2,0,
jEdit-4.2,0,field control flow graph analysi algorithm use comput maximum stack size control flow graph contain one node per basic block and one edg per jump from one basic block anoth each node each basic block repres label object that correspond first instruct thi basic block each node also store list successor graph link list edg object
jEdit-4.2,0,
jEdit-4.2,0,onli complet current buffer keyword map
jEdit-4.2,0,loop through all line current buffer
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,word charact
jEdit-4.2,0,tri find match keyword
jEdit-4.2,0,
jEdit-4.2,0,init method
jEdit-4.2,0,method
jEdit-4.2,0,reinit callstack
jEdit-4.2,0,ok thi one seem confus newbi endlessli log notic not error
jEdit-4.2,0,complet class
jEdit-4.2,0,
jEdit-4.2,0,insertselect method
jEdit-4.2,0,note want method declar insid block access via thi methodnam insid block could handl here special case see also special handl blocknamespac case they current work via direct name methodnam
jEdit-4.2,0,callstack callstack
jEdit-4.2,0,end liter
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,rotatedtexticon class
jEdit-4.2,0,createfieldpanel method
jEdit-4.2,0,statusupd method
jEdit-4.2,0,find some other charact that follow not window file and probabl mac file
jEdit-4.2,0,begin sourc and eval
jEdit-4.2,0,
jEdit-4.2,0,updat method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,pass comput prefer row height column width
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,break out inner loop check next char handl end mark follow
jEdit-4.2,0,actionperform method
jEdit-4.2,0,check explicit return valu from void method type node return statement
jEdit-4.2,0,
jEdit-4.2,0,contentinsert method
jEdit-4.2,0,
jEdit-4.2,0,alloc array store initi descript array the other dimens default zero and assign when valu set
jEdit-4.2,0,
jEdit-4.2,0,construct beanshel snippet instead of invok directli that user can record properti chang macro
jEdit-4.2,0,
jEdit-4.2,0,set messag caus statu bar check record progress
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,closeview method
jEdit-4.2,0,
jEdit-4.2,0,opcod current instruct byte ad after thi instruct
jEdit-4.2,0,
jEdit-4.2,0,check surrog xxxx yyyyyyyi zzzzzzzz
jEdit-4.2,0,
jEdit-4.2,0,collaps all node suggest user mail list
jEdit-4.2,0,
jEdit-4.2,0,attempt expand non word char
jEdit-4.2,0,
jEdit-4.2,0,there aren enough repeat then fail
jEdit-4.2,0,
jEdit-4.2,0,switch namespac and special var visibl
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,attribut
jEdit-4.2,0,
jEdit-4.2,0,evalu instanc portion block evalu initi block
jEdit-4.2,0,
jEdit-4.2,0,updat line info and line context array
jEdit-4.2,0,
jEdit-4.2,0,gener code call classgeneratorutil get our switch index and give arg
jEdit-4.2,0,
jEdit-4.2,0,add all item current doabl array
jEdit-4.2,0,
jEdit-4.2,0,these are respect first and last token our link list there onli one token firsttoken lasttoken
jEdit-4.2,0,
jEdit-4.2,0,return node top stack and remov from the stack
jEdit-4.2,0,
jEdit-4.2,0,runtemporarymacro method
jEdit-4.2,0,
jEdit-4.2,0,updat current and max stack size onli opcod new stack size variat anewarray checkcast instanceof
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,case classwrit field case classwrit meth case classwrit imeth
jEdit-4.2,0,
jEdit-4.2,0,doesnt exist then just next best thing
jEdit-4.2,0,
jEdit-4.2,0,offseti offseti size height size height win height win getheight
jEdit-4.2,0,
jEdit-4.2,0,not set directori jedit home directori need reload anyth
jEdit-4.2,0,
jEdit-4.2,0,number subexpress thi token
jEdit-4.2,0,
jEdit-4.2,0,getfil method
jEdit-4.2,0,
jEdit-4.2,0,the current xml handler interfac
jEdit-4.2,0,
jEdit-4.2,0,don show splash screen there file name set directori
jEdit-4.2,0,
jEdit-4.2,0,gener code implement altern constructor switch
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,saveset method
jEdit-4.2,0,method
jEdit-4.2,0,removemark method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,textareadialog constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,directori select creat new dir there file select creat new dir insid it parent
jEdit-4.2,0,
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,method
jEdit-4.2,0,for exampl current fileset directori will find next match within that fileset thi can annoy you have just done an increment search and want next occurr current buffer
jEdit-4.2,0,
jEdit-4.2,0,come out background mode view open buffer open arg empti
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,isstat
jEdit-4.2,0,
jEdit-4.2,0,replac goto with goto jsr with jsr and ifxxx with ifnotxxx goto where ifnotxxx opposit opcod ifxxx ifn ifeq and where design instruct just after goto
jEdit-4.2,0,
jEdit-4.2,0,avoid data loss onli thi abov complet success
jEdit-4.2,0,
jEdit-4.2,0,tablecolumn col
jEdit-4.2,0,
jEdit-4.2,0,becaus thi method call everi vf updat don want scan tree all time use follow algorithm determin path might part tree path start with browser current directori tree scan browser directori have tree scan everi path can appear under favorit list browser directori and path local filesystem tree scan
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,saveuserprop method
jEdit-4.2,0,fromvalu
jEdit-4.2,0,textareadialog constructor
jEdit-4.2,0,setfram method
jEdit-4.2,0,loadpluginprop method
jEdit-4.2,0,comput mtf valu selector
jEdit-4.2,0,
jEdit-4.2,0,number charact array inputstream read doesn alway fill array eg file size not multipl iobufs gzip file etc
jEdit-4.2,0,privat member
jEdit-4.2,0,windowtablemodel class
jEdit-4.2,0,method
jEdit-4.2,0,removeupd method
jEdit-4.2,0,updatecaretstatu method
jEdit-4.2,0,
jEdit-4.2,0,workthreadlisten implement
jEdit-4.2,0,primit not null void object class type
jEdit-4.2,0,privat member
jEdit-4.2,0,termin
jEdit-4.2,0,getactionnam method
jEdit-4.2,0,
jEdit-4.2,0,don obscur exist messag
jEdit-4.2,0,boolean
jEdit-4.2,0,view close meantim
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,gener case perform instanceof base assign
jEdit-4.2,0,getactionnam method
jEdit-4.2,0,findwordend method
jEdit-4.2,0,can happen when switch buffer sometim
jEdit-4.2,0,backward compat
jEdit-4.2,0,setmessag method
jEdit-4.2,0,the interpret ambigu name context sensit we disallow gener eval
jEdit-4.2,0,privat member
jEdit-4.2,0,begin beanshel modif move bodi overload getmessag
jEdit-4.2,0,textareadialog constructor
jEdit-4.2,0,updat max local onli no stack chang
jEdit-4.2,0,method
jEdit-4.2,0,resolv previou forward refer label ani
jEdit-4.2,0,
jEdit-4.2,0,end beanshel modif overrid error method and tostr
jEdit-4.2,0,packag privat speed
jEdit-4.2,0,createposit method
jEdit-4.2,0,contain method
jEdit-4.2,0,componentres method
jEdit-4.2,0,
jEdit-4.2,0,here catch ani evalerror from interpret becaus are use tool load command not part the execut path
jEdit-4.2,0,
jEdit-4.2,0,action hint
jEdit-4.2,0,getproperti method
jEdit-4.2,0,thi index index next po rel charat
jEdit-4.2,0,setproperti method
jEdit-4.2,0,
jEdit-4.2,0,size method
jEdit-4.2,0,
jEdit-4.2,0,addpluginprop method
jEdit-4.2,0,
jEdit-4.2,0,removepluginprop method
jEdit-4.2,0,set flag that next should fail next time
jEdit-4.2,0,listen interfac
jEdit-4.2,0,method
jEdit-4.2,0,action clear
jEdit-4.2,0,counterclockwis rotat
jEdit-4.2,0,saniti check dure develop
jEdit-4.2,0,method
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,non whitespac oper
jEdit-4.2,0,
jEdit-4.2,0,error condit from gnu regcomp manual
jEdit-4.2,0,copi method
jEdit-4.2,0,setdirectori method
jEdit-4.2,0,paintcompon method
jEdit-4.2,0,bufferclos method
jEdit-4.2,0,
jEdit-4.2,0,updat global max stack size
jEdit-4.2,0,actionperform method
jEdit-4.2,0,method
jEdit-4.2,0,actionperform method
jEdit-4.2,0,case backward jump with offset forward jump with cours unknown offset these case store offset byte which will increas resizeinstruct need
jEdit-4.2,0,tooltiplabel class
jEdit-4.2,0,byte sequenc yyyyyxxxxxx yyyyy xxxxxx
jEdit-4.2,0,
jEdit-4.2,0,null return null type current use null type indic loos type throughout bsh
jEdit-4.2,0,mousehandl class
jEdit-4.2,0,visitinsn visitintinsn visitldcinsn int ldc int ldc visitvarinsn int iload int iload int iload int iload int lload int lload int lload int lload int fload int fload int fload int fload int dload int dload int dload int dload int aload int aload int aload int aload visitinsn visitvarinsn int istor int istor int istor int istor int lstore int lstore int lstore int lstore int fstore int fstore int fstore int fstore int dstore int dstore int dstore int dstore int astor int astor int astor int astor visitinsn visitiincinsn visitinsn visitjumpinsn visitvarinsn visitableswitchinsn visitlookupswitch visitinsn visitfieldinsn visitmethodinsn int unus not visit visittypeinsn visitintinsn visittypeinsn visitinsn visittypeinsn visitinsn int wide not visit visitjumpinsn int goto int jsr
jEdit-4.2,0,addnotifi method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,quicksort method
jEdit-4.2,0,removenotifi method
jEdit-4.2,0,
jEdit-4.2,0,hope anoth caret updat will come
jEdit-4.2,0,st step explain abov resiz instruct may requir resiz anoth one which may requir resiz yet anoth one and on the first step algorithm consist find all instruct that need resiz without modifi code thi done follow fix point algorithm pars code find jump instruct whose offset will need more than byte store the futur offset comput from current offset and from number byte that will insert remov between sourc and target instruct for each such instruct add entri copi of index and size array if thi ha not alreadi been done previou iter least one entri ha been ad dure previou step back begin otherwis stop fact real algorithm complic fact that size tableswitch and lookupswitch instruct depend their posit bytecod becaus pad order ensur converg algorithm number byte ad remov from these instruct over estim dure previou loop and comput exactli onli after loop finish thi requir anoth pass pars bytecod method
jEdit-4.2,0,node rememb from where they sourc
jEdit-4.2,0,privat member
jEdit-4.2,0,mousehandl class
jEdit-4.2,0,jump offset goto
jEdit-4.2,0,
jEdit-4.2,0,thi should never throw except
jEdit-4.2,0,
jEdit-4.2,0,thi reload token marker and send messag which caus edit pane repaint their text area
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,privat member
jEdit-4.2,0,method
jEdit-4.2,0,determin instal directori jedit home properti set use that then look jedit jar classpath that fail assum thi web start version
jEdit-4.2,0,onlystat
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,creat panel with boxlayout can use box here becaus box doesn have setbord
jEdit-4.2,0,
jEdit-4.2,0,look ahead and short circuit evalu rh if we boolean and and lh fals
jEdit-4.2,0,
jEdit-4.2,0,int totaldraw totaldraw
jEdit-4.2,0,method
jEdit-4.2,0,end beanshel modif move bodi overload getmessag
jEdit-4.2,0,unsetproperti method
jEdit-4.2,0,pass comput prefer row height column width
jEdit-4.2,0,actionperform method
jEdit-4.2,0,creat root bsh system object doesn exist
jEdit-4.2,0,resetproperti method
jEdit-4.2,0,end
jEdit-4.2,0,check that attribut doesn alreadi exist
jEdit-4.2,0,helper method
jEdit-4.2,0,have open our own stream url
jEdit-4.2,0,getactiveview method
jEdit-4.2,0,chardata method
jEdit-4.2,0,node and heap entri run from entri both heap and node sentinel
jEdit-4.2,0,ani directori select add them otherwis add current directori
jEdit-4.2,0,method
jEdit-4.2,0,key type
jEdit-4.2,0,
jEdit-4.2,0,gettim method
jEdit-4.2,0,constructor
jEdit-4.2,0,font font
jEdit-4.2,0,non alphanumer oper
jEdit-4.2,0,actionperform method
jEdit-4.2,0,now ftab contain first loc everi small bucket calcul run order from smallest largest big bucket
jEdit-4.2,0,gettooltiptext method
jEdit-4.2,0,now selector
jEdit-4.2,0,clock constructor
jEdit-4.2,0,makeserverscript method
jEdit-4.2,0,clock class
jEdit-4.2,0,don show menu item dock into plain view
jEdit-4.2,0,
jEdit-4.2,0,return object cover both doubl and boolean return type
jEdit-4.2,0,privat member
jEdit-4.2,0,thi packag privat that painter can use without have call getselect which involv array copi
